iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,Brazil,2023-12-04,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-05,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-06,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-07,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-08,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-09,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-10,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-11,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-12,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-13,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-14,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-15,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-16,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-17,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-18,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-19,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-20,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-21,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-22,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-23,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-24,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-25,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-26,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-27,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-28,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-29,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-30,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2023-12-31,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,879105.5,15.8,3.87,4061.99
BRA,South America,Brazil,2024-01-01,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-02,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-03,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-04,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-05,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-06,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-07,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-08,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-09,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-10,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-11,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-12,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-13,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-14,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-15,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-16,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-17,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-18,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-19,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-20,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-21,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-22,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-23,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-24,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-25,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-26,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-27,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-28,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-29,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-30,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-01-31,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-01,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-02,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-03,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-04,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-05,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-06,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-07,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-08,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-09,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-10,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-11,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-12,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-13,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-14,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-15,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-16,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-17,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-18,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-19,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-20,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-21,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-22,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-23,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-24,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
BRA,South America,Brazil,2024-02-25,37511921,0,0.0,702116,0,0.0,178367.94,0.0,0.0,3338.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
